interarrival,prefill,decode
9279.30534309901,963,646
488.9820527630434,1573,61
2175.8088644718982,756,994
611.209800083131,1486,7
41.73442644356554,1196,94
2840.766926994347,15,120
771.3754058556128,1327,600
967.2767845450638,547,269
1775.0038381793954,599,34
3556.286645088512,277,18
1983.0085569295302,811,538
4121.642448777763,107,271
639.149313985543,452,12
3199.438919029676,20,655
410.69554019099456,421,9
6106.369285883399,1458,128
2326.2265899007616,1159,11
485.436985705092,1787,244
5888.96039861108,318,280
2625.016017367378,552,306
585.9029095070784,262,2
479.8470451697151,933,943
1460.4553412025336,1590,15
51.99549983516757,1386,8
465.0500284956395,552,19
1105.6767537474973,141,17
937.3529576686484,1261,166
1245.6586254988567,437,46
650.4320301294418,917,210
1767.5713175230082,1121,10
3988.0784706413056,259,11
250.0651764672305,827,25
1457.0476689315635,16,66
283.28406186298685,1129,77
2523.6253560909995,794,561
1008.5598632806418,733,17
1666.7565004653593,598,14
404.9175191606086,582,88
312.9515332970622,1862,14
1339.08116625422,1811,7
878.9107897343393,835,835
5641.271685563551,599,536
2899.109564570065,378,290
2761.9261542104286,1108,8
4680.983925950178,318,28
174.21716802892678,1130,239
1606.7835184858702,1252,133
1756.4301411417687,1409,618
6536.99254098133,1010,28
691.0391563532469,18,452
551.0558812362684,724,56
211.37434304252776,11,145
33.13218542529554,540,186
5305.116993347498,605,319
2216.8195347484398,1111,327
3075.6574452055083,1565,115
661.8197665739457,416,169
1765.7610716883592,561,322
132.1840220815716,855,512
1329.6155086760346,54,231
7588.047963481873,1430,494
4183.113192030381,25,23
825.459720781332,545,526
6517.841791579921,424,398
527.1542281697863,7,301
5964.401376236069,860,782
5673.280377997011,415,271
3210.9175529373047,314,322
1990.927293882405,785,370
4147.522874121007,359,317
693.5066089117036,615,451
3780.203412281018,1161,214
1924.0238528711325,408,486
26.650491627624028,703,700
853.0716430441855,1106,428
320.6681911453172,1148,20
8015.899630627306,883,10
1301.5946866056336,945,13
1375.8869487036302,511,25
2040.3741754230614,41,38
919.5826452390442,315,244
294.4500690707879,834,18
3453.2667399319125,1067,20
421.0665717158384,1475,327
1432.0906368077365,351,300
508.02276953671975,683,375
205.9367238231794,570,308
3963.7807302500687,5,163
7217.881923910919,137,205
6479.926115046302,1125,73
4740.775186961359,12,405
2974.8594767288487,25,59
810.3657519647217,1465,2
169.15897828316292,41,329
1045.9353197292694,32,77
528.540929871969,1103,215
284.25102676284155,13,98
109.81475419914145,543,9
2586.2956895002712,1097,10
22.986507516094917,361,448
2944.4083134432567,311,6
317.8663681836201,1905,30
165.72453674106845,346,18
187.74909695753513,888,24
2229.7748706978928,531,442
563.0480374314193,747,16
1091.3154464653787,46,159
1630.036683408914,78,127
3940.1151650088764,35,221
2596.8912628322437,929,15
630.3200620242644,908,993
281.935776841347,1132,888
113.93307245004334,305,398
717.9226384961851,14,360
607.9431220375008,583,17
1218.128920739439,1619,59
2299.4827860038886,497,11
2378.9924985151797,369,23
666.8066714670064,794,497
955.8359896361841,284,394
399.71107316798543,1517,79
3107.4909837251994,1225,62
117.05580535881015,311,323
2388.026740592677,533,10
3016.430455074808,1060,7
3004.8256225742534,1071,2
600.6501572437136,1617,48
936.2129014392705,704,712
1771.5212845057758,1901,3
637.1677108359524,1560,67
926.7800523199054,15,380
438.93632812879366,1604,14
1231.8385861942909,289,6
91.27610722129131,399,8
3216.8357114439623,315,27
160.15771845836298,1298,54
1463.0906833430117,24,221
732.9025814007294,850,92
1723.334982781578,757,339
6409.617505079799,7,181
2074.490206874187,283,148
72.00565857033608,77,203
1125.6504034755021,1329,137
1426.7685619102497,1702,180
1536.5066632565324,271,53
2287.590749150883,302,12
650.3417501659922,446,299
275.9064587388501,223,16
997.3846501785561,1403,96
6265.658788059783,1195,413
414.37036171898797,457,173
4686.479930631592,1272,16
1569.6740238232305,561,90
1220.9656892557875,1004,20
4274.843300519758,360,238
1227.208438931103,644,26
2575.9239536433647,968,309
1018.4049559040147,1002,369
4687.739241035686,1337,10
2342.527390108956,835,82
2405.4275561345603,830,41
794.1619117606169,471,233
2827.566630104322,1404,74
2021.5383203186711,1225,28
548.9270431143511,181,12
349.9900966097324,1238,517
3183.1122429909437,1361,652
6396.509958691195,225,10
1225.4908984156357,487,41
1788.002816197504,53,94
3899.953833021158,15,262
1222.1151200994377,1588,3
6067.885230850397,146,180
1714.870227856823,495,12
3438.1386340842187,1482,278
4790.359730792839,1045,775
3380.469845704368,1564,2
347.31312532137815,253,61
1982.5590093546587,727,582
1016.4389076237223,1037,36
129.5313915293499,1177,18
1103.4072254364273,408,30
598.6567681574318,955,303
3781.4583451122076,1008,2
67.74371088157474,1552,15
6387.5237661707615,506,271
878.1539677111678,617,332
882.3096232955903,809,108
32.92656371804233,1519,46
409.70453603711206,895,922
1025.8539962267178,773,32
5298.376634892581,1034,113
209.86550370422282,1212,70
5811.839208599262,1333,13
4072.588335099612,144,101
1210.8675554239758,589,26
791.1311861068281,612,5
529.869867742731,515,545
1906.2450751605274,762,358
67.26784700088041,1870,12
31.45824207128612,401,8
1120.0167587225376,15,702
141.00389193755717,380,281
580.5468228007992,550,3
499.90164200772557,1508,113
583.8921507372628,1261,18
280.9514258926456,894,289
24.21848951648962,1151,341
245.430024327366,761,6
1927.1853703997072,619,303
7319.123910942309,293,270
9280.55904953714,854,156
1052.0615953989127,994,61
355.75352161445664,734,442
2036.4351728569452,37,859
1347.8869025808121,372,248
9095.6481776939,94,281
135.06831575099145,1006,322
3057.8777406906424,1691,2
680.4744230337541,522,430
552.6103906887809,375,5
2172.406628086587,343,12
564.8934284166769,1653,22
2192.385142449218,812,64
1456.7551627802602,192,1284
1103.604248067765,734,23
1617.9593784394435,365,20
676.692238260735,942,736
2452.2644159343095,263,10
1071.797587741387,781,161
894.2798088394524,1192,17
3528.17476975904,1055,13
5179.652177554011,14,7
94.19854193417947,180,9
529.5645523633417,1473,8
857.0152269388562,16,261
3374.4365554479,794,142
8466.031214459508,54,14
6945.711476466032,893,11
4706.669608192725,1934,36
703.5347687904404,1628,247
9659.440305300288,1519,11
573.818185372464,1063,570
223.8890743005797,43,19
6029.936653827079,1409,7
531.6330977162925,693,271
2340.8714575171525,588,585
120.25675276689046,1531,279
2623.9261356124994,447,194
4269.404758358086,18,245
636.109084141568,843,548
953.0316426770256,9,350
937.7563122834525,20,31
2762.91820003875,1204,554
543.1115854758563,259,12
377.1294474484318,1386,395
1193.0998358507215,13,329
726.1576886372349,632,11
3655.0525537601466,1208,395
542.9399393517577,1593,27
1395.875102127761,1125,158
5714.8505938368435,1914,92
2010.2313105708402,1014,6
4039.1690051352302,739,13
5633.823320995318,947,246
2778.7169966851943,450,32
2405.114681299945,1052,132
6881.887822168937,15,315
10370.259399395702,1155,67
1202.309296752159,26,671
147.01275161802627,28,245
692.8666559783376,1705,11
330.5860314098538,385,106
1080.8054058154205,378,37
281.49030662580765,984,355
1853.2771937725688,1582,13
965.1504323798829,1422,569
4514.953574025345,194,63
6871.246736049114,606,16
1583.2182111441189,674,185
642.6806036519426,597,349
1794.1060319552505,350,50
4541.420245902092,1451,35
1044.2226226026776,1230,19
1606.2735731843288,1396,64
633.9547538487043,1417,81
1215.5695393860576,354,310
1027.3712038134745,1492,248
571.1378536562429,259,25
1409.8986405607945,679,18
743.2315109311108,1242,15
933.7286883414114,854,17
1488.756500100754,427,17
2777.354579512887,1930,10
811.4526818267913,444,8
5158.2263165114755,1520,123
3965.625144970767,1147,247
99.83121603629287,504,11
585.1012070979656,993,24
1181.6704596885666,881,26
221.03176069229954,238,42
856.8820563953251,37,25
2694.8976337264153,572,10
2282.0866611648403,1631,134
1947.7572153064489,888,206
2479.39619271694,46,37
458.6343553780236,654,237
836.1833217416046,56,62
2255.520890946788,189,32
4227.813616668564,774,435
1569.1133925548868,317,38
664.5212584543315,1152,380
61.403541855256336,1849,8
2478.0730205255613,1146,16
15.830694761610712,134,193
932.5940378693865,1872,19
1512.332495439745,1204,265
5104.952942595612,1263,342
187.5107773098733,805,732
1041.5577265399995,1210,305
49.22729082254595,688,129
838.9586533116379,1654,22
1946.9450740683887,1412,20
654.4207755735052,306,15
470.81172835905636,304,15
245.9251275522348,1138,536
1721.4294021136286,1061,59
2376.6583194293903,1169,167
2229.222020438513,1426,150
5946.416537311089,460,8
5.4137483480304525,69,287
2083.6889409342843,1743,110
1834.5436114277009,1033,23
1777.0574254235203,19,348
6581.29796412445,1592,391
34.03124288981719,888,806
2384.6315624015087,572,26
3360.5648124664217,279,245
1425.9129779729508,421,18
812.825722959508,656,422
3129.3131001148963,1457,40
204.60356478321575,735,432
1166.9203710798222,402,459
1467.7399207161134,1062,474
2368.055478496367,1325,5
190.56897074016013,228,230
516.9185019326115,151,377
1056.2879919079323,1168,62
1952.5840464222529,782,298
4360.040903223708,53,754
1928.9995131429175,4,352
286.497411300984,466,426
7882.917307596967,552,6
4108.1049346557975,746,469
1397.2071237225725,1255,468
5111.035477393302,1304,15
1559.0700585440748,465,4
5135.865371444637,1510,55
3542.7066199918754,857,2
6902.019985245148,469,340
5046.0349152510935,12,885
73.39813061402616,1088,36
384.1911444693157,487,869
985.7575297886239,998,2
6079.063112244554,1124,486
713.4325166584046,751,300
349.8205221682055,652,1042
4348.4658352957495,307,262
1182.605574181668,154,533
4769.2307602015735,1324,442
349.2555789129719,925,16
2164.203746625185,755,422
1160.5791867955418,673,79
159.14030492296567,794,31
2384.50448286351,1165,423
568.439494550683,15,351
80.84315476979009,852,712
123.63229658483968,88,58
126.04688464115249,241,349
4766.136540829468,1655,4
2693.254555433122,781,51
4566.787995756513,1198,50
2233.037175398361,78,37
1505.539307771182,249,186
726.0943049437125,77,8
12391.819346039163,1465,22
899.4267403558898,1756,8
1272.206910289917,656,213
950.4188717035881,484,23
7777.289765041693,75,380
383.9158000902729,779,760
794.9581656537042,1088,688
2281.0489170209553,807,39
130.58719806337362,311,12
1869.1608159756386,1169,396
1298.8214454790727,185,15
668.1501591326518,768,2
544.7024676902596,1171,5
1445.204478756927,758,11
917.5026072842185,1090,17
1219.5243430999208,36,164
823.4011619426371,877,867
7046.302524151487,874,822
286.4465447593866,1295,27
203.63128602903274,64,7
841.3353539304529,26,268
1788.211794803835,238,10
2152.7808968224917,914,325
1012.5279119157278,58,96
14466.954002122604,1453,139
867.3989338609707,379,22
2556.004303469192,1010,797
2029.9179071098959,880,70
3353.8694847503093,226,756
7478.297152926997,423,13
4410.801639810012,41,648
2892.6151218262667,127,31
2396.302749009025,47,23
817.4352927891124,1885,147
319.5995611354407,218,3
129.36720318339016,1703,49
553.8844478255124,1091,13
1132.259097108328,1006,77
1476.2735015357862,1554,274
2966.3468175910275,1048,358
6375.768286590729,708,413
249.5861784035898,404,768
226.34666878325615,1190,120
1781.7076366574881,73,28
2736.1080557457703,267,27
3769.7291844962174,336,19
5492.503770048176,818,24
8199.869387141292,351,11
1020.9903308284864,1336,17
957.1531314455623,1542,261
319.8884389902281,1192,126
2309.9490612989725,700,304
2138.662147614369,669,772
3961.910579708206,13,116
204.63694980209894,1422,13
1377.421702574804,967,225
1740.1598287797417,204,15
552.975368257273,528,11
370.3121151066617,378,10
3926.246607933947,417,445
120.63604739544623,576,917
1272.100952049562,1185,552
246.22090527872248,75,8
1221.5083619677005,810,2
7820.28218889885,1363,523
1102.2758903259357,347,601
3891.5691589429493,258,258
249.57503916716882,347,370
632.8547821609715,106,130
1034.3338436196696,975,40
1021.0251455742265,1309,390
2225.7275934132545,35,540
845.3795920636311,1516,13
2501.897309586709,357,6
2038.7903622039314,619,576
1018.8570178870598,694,625
1130.4232778824112,1218,10
1906.5718856049393,608,78
145.23211922164353,1196,30
3456.518780671606,869,11
2119.2899139589217,1921,17
2591.755648942564,695,649
1539.7238687305032,1133,26
234.1400795281768,1315,18
1038.5074590168686,723,137
1039.6438819266768,330,88
774.3949343762043,803,18
60.815994715133534,1149,31
2673.1368324994783,326,13
232.5833272500403,1122,36
1864.3734784433125,9,239
2429.511439575583,440,148
2014.5453601381869,917,118
6395.3176111988105,192,41
218.06372715373826,1159,458
4037.327553235617,1487,464
59.24949262037471,228,47
1531.0781655407109,623,387
1035.8469008229972,10,279
1485.4475214005306,206,2
908.5751583379475,96,300
422.84234268845955,1440,509
38.616209980314906,43,87
1460.2440604785754,719,512
3700.178451757724,267,17
934.3064494060351,769,63
504.27935516372423,252,403
167.92008168368395,53,346
178.34215628219573,432,10
500.5065591781757,71,792
210.7522780520858,1377,4
615.8775852164304,695,7
136.87775447654525,412,22
135.71175167294592,645,14
3879.723470010763,881,24
353.76139599513886,571,769
1640.5180149980508,460,305
2969.628163139237,930,9
1219.1183862845603,1650,19
332.98038048511677,278,13
445.2777126885749,17,203
1134.7362415180917,92,7
1502.544736141438,625,3
859.8443949218672,258,251
3041.7518120681916,462,65
2780.7786589911916,73,217
5240.403052249532,667,705
58.759887470900054,458,588
4520.800845911785,459,15
997.0326844302543,443,216
4213.584291435513,17,345
2347.4354544944003,1730,12
8739.999627226076,1207,750
2848.2620632870744,406,357
906.8268253715678,822,232
1390.5515802243401,660,18
944.4575026113007,1039,215
907.9828976310333,645,242
604.6562737167961,1337,447
1370.240149792954,132,183
2289.7728952067464,509,232
649.633611302862,13,21
1486.2713313827928,92,241
249.72171074826406,429,7
348.3384435756385,376,267
95.87440098839282,839,53
7062.482942562314,565,315
7.735643797801483,660,138
393.4413803927383,375,346
1897.9726760424799,266,33
169.74282510263518,449,287
4272.38789307504,846,304
2543.220032000697,8,350
6785.861574871414,966,41
1417.0721581492671,1677,303
714.5036010298185,425,412
1594.7969468003882,332,96
5342.049868259459,1019,160
1471.1135244344644,1717,251
621.7841231004847,790,8
4197.636758596247,518,13
930.1714790667988,446,378
2.768615421889556,597,24
569.2003793160569,228,141
766.1361371795657,1693,206
3914.836786450051,455,21
1226.8361224993826,527,337
1176.087632045952,1052,207
819.2543140596285,422,280
4251.86117809193,1313,479
5801.818131525908,394,100
9629.39599589191,936,211
945.587089160695,1517,33
6771.481641879609,201,394
3139.2767493459605,906,281
2252.105604577594,1739,275
561.7823111445841,830,312
487.8593395663833,1178,5
363.1584436364977,731,3
5121.587872251867,678,8
696.4972686597572,70,1296
1206.957573116027,1108,15
1362.2705622510657,1496,237
3011.7022969405425,916,109
3718.8131418778976,1693,271
299.49043231010563,1068,383
1113.4053311380555,354,20
3701.171238431901,816,405
3407.8632146201844,1519,271
216.09214475063354,370,11
340.11418477659123,775,61
725.3822716796054,743,392
156.6995992499122,924,854
1105.5986556948321,1028,12
227.7213130922943,637,13
1679.6670133650714,12,136
566.2036617453151,574,21
1814.8258397970078,852,1162
250.0510954229098,196,647
7449.748604360671,305,99
5393.069632477592,14,163
994.4929403036937,1924,50
554.6150668084953,1600,165
576.4263278546517,276,507
1320.9477685449453,368,4
81.62899305655729,356,316
2041.6648661215038,574,59
1049.5208890768965,680,231
947.7231554204436,20,823
3314.789048845979,320,20
2469.107751071385,1683,9
6172.794395844377,1644,2
867.5323863469802,560,461
4556.61956710857,344,447
2939.066623514493,489,128
884.5423906124937,788,15
1943.9527721492648,1671,20
680.956380926063,753,19
4149.30472943222,12,111
238.52972977412878,408,7
477.61712203620596,372,370
404.3138682644692,1788,30
1031.7634433082958,787,779
2734.8114402708475,1393,409
1496.9284833297834,1703,153
1337.5973461903243,1500,26
1.0922279801978003,553,332
1108.1682702955634,153,242
131.326359642057,105,13
467.02740216476224,185,49
5388.115279209503,1713,266
485.1579131645626,1183,89
3908.6175790942525,525,13
3248.020871126259,770,2
346.6750374426168,1599,51
1861.3471277395229,192,111
245.83158326627677,89,10
2603.0842294669046,517,12
2029.2534953600536,14,306
3341.973140047328,267,15
1305.4872167867125,1144,766
4926.989173912642,490,267
101.21641988287014,1129,11
693.134017707467,749,78
2510.901336509509,419,460
1082.9449958210664,417,388
379.78352753434706,814,81
226.8094461555455,1576,4
3400.2478265834093,1140,292
1281.6521472748643,2034,10
4278.955096153468,1380,320
2643.180214808889,1046,763
1054.3375829422519,573,10
935.2481705131031,768,354
1449.8468672618644,310,353
4397.530684825808,204,99
2673.322093301608,279,311
10.332573150709319,882,11
2369.372328551502,1595,271
5039.1802200866905,84,240
2478.8943534683654,212,10
389.6122066412493,651,12
1321.430175406639,2037,10
302.3808399343931,524,48
889.4369120075582,33,712
5532.960178073943,209,14
5135.845543886837,9,169
664.9038439471328,1390,230
829.9131523335216,443,12
1833.6460877105537,9,267
6604.36787629777,409,946
319.87120670905216,1067,15
593.8941034201252,20,52
4135.9245986850765,1483,24
1354.1234231924877,1378,26
4584.499221692454,1333,52
410.40564962670663,826,12
1521.4332204051807,650,429
789.8505931035209,955,173
761.1817846782023,212,9
1184.3496277268857,182,11
1135.0651582382661,1808,11
884.3003420779462,816,25
4929.520405929495,1074,16
2631.6284435608127,6,237
2600.5782500051005,1677,21
684.7368287861151,194,1677
1724.123267861421,421,25
3020.809645278233,9,327
3175.2586022653136,1411,36
844.8068927072826,182,6
2946.9555631426774,195,25
2662.8087010942045,431,28
305.1523065411613,348,300
4019.0172216337714,10,101
1164.3621041461429,1020,20
1332.6617424454626,832,35
1189.752517609093,141,27
1677.9465523998194,429,960
1941.3314732248177,12,256
1379.0258480071327,674,667
4031.6350260125596,1611,274
1976.297315614526,278,434
1026.4167515508407,507,458
1078.0790270024547,1560,109
3330.3094801420507,620,21
856.0103022249177,1216,94
475.13108968092615,1339,2
122.438871878874,690,7
4175.380504616927,841,211
5015.444748952494,490,533
255.93990295363517,409,16
814.3543702402662,525,503
385.64597545471094,200,34
246.3667373407468,244,76
4602.5068201555405,995,282
117.11768969128394,1158,26
7873.2117536538,535,65
202.84956542294623,982,442
3982.431326497405,1153,523
1671.755140988731,857,183
917.4706722138707,32,75
838.1416245852181,1288,751
2832.3869828116294,204,27
755.4274153147201,906,15
2141.91010078236,540,24
1456.8279489555525,1587,30
1327.0433442247565,811,45
4628.549718689806,695,185
1617.767387336946,1646,389
3507.3280438444426,208,13
2586.143875427914,688,379
78.6405080173323,291,36
2966.5803837193216,150,28
488.9137760470289,230,35
4669.176485583311,229,599
87.74535000365108,1034,527
810.1464732226161,777,60
210.1276687547045,776,550
1290.9595484558527,1956,15
3429.8461591628875,39,27
708.1776093716509,834,18
327.238827996476,778,33
801.7524135704169,847,24
3362.7288290564043,35,25
302.538903972091,422,40
515.8904532286772,183,170
142.67401471296822,1498,548
2446.3795054603047,1477,93
1005.8248435841737,1546,12
744.5635623038544,750,12
2536.143842013099,610,18
818.8786166018451,1766,9
2602.225317501331,1675,2
3376.9556953424267,1010,155
490.93896976056055,732,998
7285.419486077588,976,313
354.32883046636084,834,780
687.350772893373,836,415
396.40264911019585,1422,13
847.784671850389,214,205
1308.0871324509094,282,25
1477.0250819500448,361,360
3842.9079016443575,589,9
4404.536911347322,921,272
497.1890460234185,464,13
1950.4580985895834,1041,380
236.432387833868,1148,17
1228.5605807578231,1469,11
778.2001122149238,391,2
761.0594269208682,488,857
1317.8171060215636,1384,10
2617.390273474756,761,274
143.38443458785594,759,4
4226.79660665409,214,28
2654.6459251138936,1683,62
388.3819745498601,613,12
5599.045507934304,1478,5
1411.7039880938441,586,136
17122.0615081123,1887,10
439.4474967753168,449,2
1531.040940096557,22,460
685.679451407821,771,721
725.3100276182299,741,638
1788.3999821147825,16,44
5094.90243224411,231,10
3272.2194844531027,796,53
2574.284223064073,1320,2
1638.2090898429685,452,34
5109.761527949518,355,214
1355.9710301685711,695,443
4140.284680536316,156,11
3591.313835365144,796,383
481.17805210116734,756,386
2950.0366297125315,212,42
24.491664027695982,1208,92
779.6644936904908,352,331
521.6063234444854,1227,279
1413.9363377929674,381,46
2670.0861640039084,656,33
205.56405773395971,16,247
1446.89198506181,1963,37
5574.577169729464,1795,6
519.2171622614619,440,18
2261.0800598712467,1553,221
1797.295923631296,734,101
20.229353939811197,687,22
1291.8639247235774,644,10
2467.2865767358553,149,27
89.94333508274339,408,201
4232.567648600445,832,427
1468.2776149158888,805,768
62.281865851995505,282,246
508.2718118984705,1556,20
6144.177080865805,1775,56
1746.0781015186376,1069,29
227.39605881439974,1714,289
678.0756562622726,1077,392
1220.2005984384352,752,676
42.345271965490355,288,26
1060.7493127268285,1754,149
1344.5672342159203,1378,9
558.5758053114236,547,409
1776.5682104332059,1300,23
2798.6791185811703,321,19
537.9410583966923,84,781
1937.8008387593122,91,42
2041.204945176037,767,461
5933.912647705274,994,207
3012.6453366940978,916,41
3772.297707417164,13,35
1348.3364845549786,215,198
409.9899426443325,203,29
10952.63715958649,1773,52
277.0436736370189,1667,18
1275.2634377034856,435,265
141.04472235349076,39,231
5759.487733702761,1769,9
6700.529933128464,34,279
2541.572262664286,952,19
861.543812706643,1501,77
587.0848244761249,438,328
616.5951027854984,859,43
272.31315749906906,1541,55
1492.2899718203596,1153,410
305.87647357037895,341,288
761.7323165498472,938,260
1970.7804821600453,563,7
2600.553425762497,1709,137
49.14428416969401,1357,15
1124.6448404427683,1478,11
2111.821788943382,161,710
3837.994801892709,673,157
1289.9516812152967,488,19
6960.862494722687,2022,2
617.491518411349,1034,218
27.201558666182827,1551,31
1322.3393675626876,1708,10
591.734412285715,68,180
3471.3368659284447,385,621
529.9442716908113,1095,17
743.9520160026651,538,452
3133.019612433321,638,272
2511.53772752826,719,931
1633.1226473254828,178,7
2441.2077537210075,765,280
1084.7593954014797,387,903
10.648392051105251,440,68
22.84018043562275,1915,15
1431.6928914282112,1272,15
173.93034822817827,484,75
104.85204013563316,322,17
6734.556730251425,1124,10
3918.0282195166947,815,80
329.8135025282946,468,242
1.3288785622047061,606,80
5683.201886905237,1396,33
652.3615866162593,1429,324
411.33825174662036,869,134
2352.119434891412,456,432
230.60564026361052,284,517
614.8163119226389,677,561
7385.347704456006,1148,27
2040.3201335342228,573,127
1470.7644771459634,486,12
1014.7253030134933,807,174
2978.8787091362246,692,11
303.8737095165752,777,778
6843.073790775438,198,12
3948.3333755290723,1236,16
1922.8742438066267,1565,76
87.70773535112328,1861,15
2413.658088648758,31,378
4890.241597759851,1690,19
1487.1009736977915,408,8
874.6077143549401,33,413
256.29717186825854,1481,66
2812.1869866069137,417,12
4326.026358421243,1321,438
211.28054085074845,254,21
2845.788518760969,1726,53
34.415386072999844,262,15
6825.826575933051,121,25
1909.3253179989697,151,99
1607.8851390294749,849,263
701.811332512535,102,7
5298.383826877401,664,591
618.2353710435931,556,686
3522.2271361857097,132,768
8413.953483201904,773,22
3059.3749150611584,1015,387
1463.7341071167525,17,185
